clean_text,class
11번가VIP관,DIGITAL_P기타faq문의
자살할거야,DIGITAL_P채팅
영화 좋아해,DIGITAL_P채팅
마트 로봇이냐,MART_P마트챗봇문의
환블이 안돼죠,DIGITAL_P환불문의
다음에 올게요,DIGITAL_P대화종료
쿠폰 따로 없을까,DIGITAL_P쿠폰요청
다른거 보고싶어,DIGITAL_P추가추천
담에 하겠습니다,DIGITAL_P대화종료
가격차이 왜 나나요,DIGITAL_P가격차이
이거 말고 다른거,DIGITAL_P추가추천
리뷰 평점 어떻게,DIGITAL_P리뷰평점문의
생일쿠폰 없어,DIGITAL_P쿠폰요청
사이즈변경,DIGITAL_P옵션변경문의
챗봇아 이벤트,MART_P이벤트
다룬 제품,DIGITAL_P추가추천
입금을 잘못,DIGITAL_P결제문의
상담원과 대화,MART_P상담원연결
설치비 별도인가,DIGITAL_P설치비문의
광고 보내지 마세요,DIGITAL_P기타faq문의
11시발급어디로 들어,DIGITAL_P행사문의
잘 되는건가요,DIGITAL_P상품문의_P상담원연결
사진안올라가나요,DIGITAL_P사진올리기기능안내
가장 저렴한,MART_P행사상품
구매하기버튼,MART_P주문
캐시환불이안됨,DIGITAL_P환불문의
톡 남겨주세요,DIGITAL_P대화종료
문자가 안와서,DIGITAL_P기타faq문의
아이스팩문의,MART_P아이스팩문의
유통기한 확인,MART_P유통기한문의
지난달에샀던,MART_P지난구매상품보기
할인행사기간 안내,MART_P행사상품문의
상담원하고 키스,DIGITAL_P19금
자동구매결정 기간,DIGITAL_P기타faq문의
내말에 대답해,DIGITAL_P채팅
vip응모,DIGITAL_P행사문의
고민이되서 상담,DIGITAL_P상담요청
인공지능이 아니라,DIGITAL_P챗봇여부문의
쿠폰 없을,DIGITAL_P쿠폰요청
입금 부탁,DIGITAL_P환불문의
설치 언제쯤,DIGITAL_P설치문의
취소한 상품이 도착,DIGITAL_P반품문의
도움말 보여줘,DIGITAL_P도움말보기
쇼핑백 동봉,MART_P쇼핑백문의
운송자가 어디쯤인지,DIGITAL_P배송문의
가장 좋은 딜 알려,DIGITAL_P할인문의
취소하면 쿠폰 다시 생기나,DIGITAL_P쿠폰적용문의
쿠폰이왜안써지죠,DIGITAL_P쿠폰적용문의
나이 물어보잖아,DIGITAL_P채팅
마트만 되는거에요,MART_P마트챗봇문의
로찾아주세요,DIGITAL_P추천
언제 문의할수 잇나요,DIGITAL_P상담시간
그 외 상품,DIGITAL_P추가추천
니어데사노,DIGITAL_P채팅
가전만 된는겨,DIGITAL_P상담품목
생산일자와 유통기한을 알려,MART_P유통기한문의
자주 대화하자,DIGITAL_P대화종료
생산일자가 언제,MART_P제조일자문의
제품올리는방법,DIGITAL_P기타faq문의
유아동데이,DIGITAL_P행사문의
상담센터 연결 안돼요,DIGITAL_P전화요청
닉넴 어떻게 바꾸나요,DIGITAL_P회원정보문의
십일절 상품,MART_P십일절
캐시적립 인출요망,DIGITAL_P기타faq문의
학습은 얼마나 했나요,DIGITAL_P채팅
말걸지 말라고,DIGITAL_P대화종료
주문 결제했는데,DIGITAL_P결제완료
오늘까지 배송되는 것,MART_P배송문의
마일리지 할인,DIGITAL_P할인문의
정보변경 요청,DIGITAL_P회원정보문의
배송건으로 문의하고싶은데,DIGITAL_P배송문의
상담하고싶어요,DIGITAL_P상담요청
신한 카드,DIGITAL_P결제문의
쿠폰 왜다운이안되요,DIGITAL_P쿠폰요청
적립급 없어요,DIGITAL_P적립문의
교환했는데,DIGITAL_P교환문의
추천 제품명 주시면,DIGITAL_P추천
당일 배송 가능,DIGITAL_P배송일문의
어디루 보면 알수 있어요,DIGITAL_P기타faq문의
주문상품 재고품절건,DIGITAL_P재고문의_P상담원연결 
판매 등록,DIGITAL_P기타faq문의
신선식품문의,MART_P신선식품문의
배송비는 어떻게 결제,DIGITAL_P결제문의
가입해야되는건가,DIGITAL_P기타faq문의
주소 어케 바꿈,DIGITAL_P배송지변경문의
십일절 문의,MART_P십일절
문의드릴께,DIGITAL_P상담요청
영어 잘해,DIGITAL_P채팅
취소를 안하고있넹,DIGITAL_P주문취소
제일 저렴한게 얼만가여,DIGITAL_P가격문의
지난번 샀던,MART_P지난구매상품보기
가능한게 뭐바 있나요,DIGITAL_P상담품목
제가지금주문넣엇는데,DIGITAL_P주문확인_P기타faq문의
쿠폰 선택,DIGITAL_P쿠폰적용문의
찾고 잌 어요,DIGITAL_P상담요청
일반상담도 가능한거죠,DIGITAL_P상담품목
반품하고 싶은데,DIGITAL_P반품문의
심심할때 뭐할까요,DIGITAL_P채팅
검색이 안되요,DIGITAL_P기타faq문의
결제가능한가요,DIGITAL_P결제문의
핸드폰으로 결제할려고,DIGITAL_P결제문의
어떤것이 괜찬은지,DIGITAL_P상품문의_P상담원연결
운영 시간은 언제,DIGITAL_P상담시간
가격대가 얼마 되나요,DIGITAL_P가격문의
1 1문의,DIGITAL_P상담원연결
최근에 산 거,MART_P지난구매상품보기
도착하지 않,DIGITAL_P배송문의
상담 스타트,DIGITAL_P새상담
자주 사용하는 상품,MART_P자주구매상품
캐쉬 출금했는데 입금,DIGITAL_P기타faq문의
밥 뭐먹지,DIGITAL_P채팅
동일 제조일자예요,MART_P제조일자문의
최자가 얼마,MART_P행사상품
사은품 주세요,MART_P사은품문의
다룬거 보여줘,DIGITAL_P추가추천
포장 필요합니다,MART_P포장문의
회수 부탁드려요,DIGITAL_P반품문의
핫딜 상품 뭔가,DIGITAL_P행사문의
보상 마일리지는,DIGITAL_P적립문의
t멤버쉽 카드 등록,DIGITAL_P기타faq문의
하자있어서 반품했는데,DIGITAL_P반품문의
사진 잇나요,DIGITAL_P사진요청
사용할수있는 쿠폰이 없,DIGITAL_P쿠폰적용문의
교환상품 출고안됐네요,DIGITAL_P교환문의
오작동이 너무 많아요,DIGITAL_Pa/s문의
너는 뭐로 코딩됐니,DIGITAL_P채팅
설치비 얼마에요,DIGITAL_P설치비문의
인증하기는어디서하나요,DIGITAL_P본인인증문의
주문한것이 잘못 배송되어서,DIGITAL_P배송문의
환불주십시요,DIGITAL_P환불문의
주문했는 왜자동으로 취소,DIGITAL_P주문취소
11페이 어떻게등록해,DIGITAL_P결제문의
반품했는데,DIGITAL_P반품문의
걍 나갈래요,DIGITAL_P대화종료
sk할인이 안돼요,DIGITAL_P할인문의
탈퇴하려구요,DIGITAL_P회원정보문의
원 플러스 원,MART_P할인생사
배송지를 잘못 입력했는데,DIGITAL_P배송지변경문의
상담 문의해요,DIGITAL_P상담요청
사람 불러줘요,DIGITAL_P상담원연결
착불로 할거,DIGITAL_P결제문의
확인 바랍니다,DIGITAL_P확인
재입고는 언제되나요,DIGITAL_P기타faq문의
주문한 상품이 언제 도착,DIGITAL_P배송일문의
마일리지 교환햇는데 어디서,DIGITAL_P기타faq문의
주문한 상품 보여줘,DIGITAL_P주문이력확인
11번 연락처 좀,DIGITAL_P고객센터문의
상품권은 어떻게 사용,DIGITAL_P기타faq문의
상담 처음,DIGITAL_P처음으로
카드 쿠폰,DIGITAL_P결제문의
쿠폰관련해서,DIGITAL_P쿠폰적용문의
전화가 없음,DIGITAL_P전화요청
마일리지 사용하는 방법이여,DIGITAL_P기타faq문의
배송지연인데 보상혜택,DIGITAL_P적립문의
구매한 목록은 어디서,DIGITAL_P주문이력확인
이후 배송 부탁,DIGITAL_P배송문의
제조일자가 어떻게,MART_P제조일자문의
배송지 정보등록이 실패,DIGITAL_P배송지변경문의
입금자명 달라도 되,DIGITAL_P결제문의
깨지지 않게 보내주세요,MART_P포장문의
컴퓨터인가요,DIGITAL_P챗봇여부문의
카드로 구매 가능한가요,DIGITAL_P결제문의
사진 어떻게 올려,DIGITAL_P사진올리기기능안내
너 뭐 할 줄 알어,DIGITAL_P도움말보기
가격차이 쫌 나길래,DIGITAL_P가격차이
이전 화면,DIGITAL_P이전메뉴이동
카드 저장,DIGITAL_P결제문의
어떻게 장바구니에 담,DIGITAL_P찜기능안내
주문한거 못받았는데요,DIGITAL_P배송문의
번호변경가능,DIGITAL_P회원정보문의
연락주시면 되요,DIGITAL_P전화요청
내말피하지마 마트챗봇알잖아,"DIGITAL_P마트챗봇호출,MART_GREETINGcall"
마일리지 적립이 안되나,DIGITAL_P적립문의
입금이안대서,DIGITAL_P결제문의
11번가랑 ok캐시백 연결,DIGITAL_P기타faq문의
쓰던 물건은 어떻게,DIGITAL_P폐가전수거
의견 구할려고 했는데,DIGITAL_P상담요청
품절풀려요,DIGITAL_P기타faq문의
추천 그만해,DIGITAL_P대화종료
제품이 이것뿐이예요,DIGITAL_P상담품목
카드 사용 불가,DIGITAL_P결제문의
자동이예요,DIGITAL_P챗봇여부문의
기본배송지 어떻게 바꿔,DIGITAL_P배송지변경문의
구입 원합니다,DIGITAL_P추천
욕만 학습했네,DIGITAL_P채팅
지금 대화가능한가요,DIGITAL_P상담시간
회원 혜택,DIGITAL_P쿠폰요청
상담원 추가,DIGITAL_P상담원연결
카드 할인 상담,DIGITAL_P할인문의
주문상품을 확인,DIGITAL_P주문이력확인
생산지가 어디,MART_P원산지문의
여기서 상담안하나요,DIGITAL_P상담품목
자주 구매한거 보여줘,MART_P자주구매상품
구매상담 여기서,DIGITAL_P상담요청
차이 먼지,DIGITAL_P차이점
11pay 할인 적용되,DIGITAL_P결제문의
본인승인 어떻게,DIGITAL_P본인인증문의
전화번호 바꼈,DIGITAL_P회원정보문의
그만 배우고,DIGITAL_P채팅
생각보다 비싸네,MART_P행사상품
싸고 괜찮은걸로,MART_P행사상품
멥버쉽포인트적용,DIGITAL_P기타faq문의
a s되겠죠,DIGITAL_Pa/s문의
이벤트가궁금해요,MART_P이벤트
본인이름수정,DIGITAL_P회원정보문의
근데 상담원이세요,DIGITAL_P챗봇여부문의
전화번호 인증은 어디서,DIGITAL_P본인인증문의
십일절 특가,MART_P십일절
어떻게 적용받나요,DIGITAL_P기타faq문의
닉네임 변경,DIGITAL_P회원정보문의
모바일카드,DIGITAL_P결제문의
취소 수수료 있나,DIGITAL_P주문취소
카테고리를 찾을수가없네요,DIGITAL_P상담품목
어떤 카테고리를 알고 았,DIGITAL_P상담품목
추석 배송 안내,DIGITAL_P배송일문의
증정품 없습니다,MART_P사은품문의
저녁 드시나요,DIGITAL_P채팅
skt 포인트 사용,DIGITAL_P결제문의
카드를 바꾸고싶은데,DIGITAL_P결제문의
톡매니저부탁해요,DIGITAL_P상담원연결
모레쯤 구매하고 싶은데요,DIGITAL_P구매예정
쿠폰이 다시 살아나나요,DIGITAL_P쿠폰적용문의
색이 변질,DIGITAL_P기타faq문의
상품배송지변경,DIGITAL_P배송지변경문의
수리는 어떻게 되나요,DIGITAL_Pa/s문의
단골 보기는 어디에,DIGITAL_P기타faq문의
물건 기다리다가 목 빠져요,DIGITAL_P배송일문의
t멤버십 적용방법,DIGITAL_P결제문의
환불 받으려고 합니다,DIGITAL_P환불문의
고객상담실연결,DIGITAL_P상담원연결
도착일 확실해,MART_P배송문의
알리미서비스 해제방법,DIGITAL_P알림설정문의_P기타faq문의
신선식품에는 뭐가 있,MART_P신선식품문의
event,MART_P이벤트
처음부터 다시,DIGITAL_P처음으로
최저가격이 어떻게 되죠,DIGITAL_P가격문의
밥 잘먹어라,DIGITAL_P채팅
교환진행상황,DIGITAL_P교환문의
접속이안돼요,DIGITAL_P기타faq문의
사용 가이드 알려,DIGITAL_P도움말보기
배송도 안되고,DIGITAL_P배송문의
제조일이 어떠헥,MART_P제조일자문의
추천해준 이유가,DIGITAL_P추천기준
전화연결이 아예 안되요,DIGITAL_P전화요청
딴거 보여줘,DIGITAL_P추가추천
저번에 뭐샀지,MART_P지난구매상품보기
환불씨뱅아,DIGITAL_P환불문의
그럼 안녕요,DIGITAL_P대화종료
쿠폰 오늘까지만 사용,DIGITAL_P쿠폰적용문의
무상 보증기간 알려주세요,DIGITAL_Pa/s문의
정보변경 어케,DIGITAL_P회원정보문의
할부 불가인가요,DIGITAL_P결제문의
문의드리겠습니다,DIGITAL_P추천
차이 뭔가여,DIGITAL_P차이점
리뷰다는거 없나요,DIGITAL_P기타faq문의
매장동일상품이면,DIGITAL_P제품별차이점
됐다 나가기,DIGITAL_P대화종료
웰컴페스티발,DIGITAL_P행사문의
포인트로 구매하려고,DIGITAL_P결제문의
무료배송 쿠폰 없음,DIGITAL_P쿠폰요청
얼마이상 사야 무료배송이죠,DIGITAL_P배송비문의
가격이 다르네요,DIGITAL_P가격문의
사람인거같은데,DIGITAL_P챗봇여부문의
무엇이 제일 싸,MART_P행사상품
난 너로 충분해,DIGITAL_P채팅
차이를 모르겠네요,DIGITAL_P차이점
쿠폰 가능한 상품,DIGITAL_P쿠폰적용문의
id를 문의하라는데요,DIGITAL_P회원정보문의
ok캐시백 카드 등록,DIGITAL_P기타faq문의
아이디 어디서 확인,DIGITAL_P회원정보문의
잘못주문했는데 혹시 취소,DIGITAL_P주문취소
샀던 물건 알려줘,DIGITAL_P주문이력확인
언제 환불되나요,DIGITAL_P환불문의
수욜에 받을수 있나,DIGITAL_P배송문의
제품명은 무엇인가요,DIGITAL_P상품문의_P상담원연결
마지막 구매는,MART_P지난구매상품보기
영수증확인,DIGITAL_P기타faq문의
신상이 들어오는걸로 알고,DIGITAL_P기타faq문의
11페이 정보변경,DIGITAL_P결제문의
챗봇으로 앞으로 더 더편히,DIGITAL_P대화종료
전세계배송주문은 할수없나요,DIGITAL_P배송문의
잘못구매했네요 취소,DIGITAL_P주문취소
배송주문 주소,DIGITAL_P배송지변경문의
생일쿠폰뭐니,DIGITAL_P쿠폰요청
상품 훼손,DIGITAL_P기타faq문의
빠른취소바랍니다,DIGITAL_P주문취소
주문이 안돼네,DIGITAL_P상담원연결
배송 언제 되는지 궁금,DIGITAL_P배송일문의
쿠폰 안 주시나,DIGITAL_P쿠폰요청
배송비가 왜 이렇게 비싸요,DIGITAL_P배송비문의
정품 인가요,DIGITAL_P상품문의_P상담원연결
왜 안받아져,DIGITAL_P쿠폰요청
서비스 접수,DIGITAL_Pa/s문의
차이를 모르겠는데,DIGITAL_P차이점
지금 필요한거 뭐지,DIGITAL_P추천
또 추천해줘,DIGITAL_P추가추천
푸쉬 알림,DIGITAL_P알림설정문의
쿠폰이 있던데 쓰지 못,DIGITAL_P쿠폰적용문의
재미있는거,DIGITAL_P채팅
현금도가능,DIGITAL_P결제문의
여기고객센터예요,DIGITAL_P기타faq문의
첫구매 혜택,DIGITAL_P할인문의
편의점픽업,DIGITAL_P기타faq문의
너가하는일은 뭐니,DIGITAL_P상담품목
홈페이지문의,DIGITAL_P기타faq문의
교환하기로했는데요,DIGITAL_P교환문의
왜 초과이용료가 발생,DIGITAL_P기타faq문의_CATEN프로젝트엔
사용가능한 쿠폰은,DIGITAL_P쿠폰요청
제품 교환 상황,DIGITAL_P교환문의
챗봇 상담하기,DIGITAL_P상담요청
핸드폰인증고객을하고싶은데,DIGITAL_P본인인증문의
환불조치가 아직안,DIGITAL_P환불문의
무이자 길면,DIGITAL_P결제문의
찜 어떻게,DIGITAL_P찜기능안내
쿠폰 환급 안,DIGITAL_P쿠폰적용문의
디지털 상품만 가능해,DIGITAL_P상담품목
직접 대답해주시는건가요,DIGITAL_P챗봇여부문의
직영설치하는,DIGITAL_P설치문의
잘봤어요 수고,DIGITAL_P대화종료
넌 봇이니,DIGITAL_P챗봇여부문의
상품만 찾아주나요,DIGITAL_P상담요청
품절상품 입고되나요,MART_P재입고문의
티멤버쉽 상담,DIGITAL_P티멤버십관련문의_P기타faq문의
택배사 어디야,DIGITAL_P배송문의
지난번 구매한,MART_P지난구매상품보기
쿠폰은 어느 카테고리에서,DIGITAL_P쿠폰적용문의
증정품 도착하지 않았습니다,MART_P사은품문의
챗봇이구나,DIGITAL_P챗봇여부문의
쿠폰 있는데 사용이 왜 안,DIGITAL_P쿠폰적용문의
너 일하고 있어,DIGITAL_P채팅
무통장 입급 하는방법,DIGITAL_P결제문의
배송 왜 안해,DIGITAL_P배송문의
제품 생산지가 어떻게,MART_P원산지문의
웰콤딜 왜 안되요,DIGITAL_P쿠폰적용문의
브이아이피,DIGITAL_P기타faq문의
알아본다음에 알려주시라고요,DIGITAL_P대화종료
사람 아닌 줄,DIGITAL_P챗봇여부문의
제조사 목록,DIGITAL_P상품문의
딴 제품 카테고리,DIGITAL_P새상담
왜 돈이안들어,DIGITAL_P환불문의
상품을 반품할 때,DIGITAL_P반품문의
브랜드문의,DIGITAL_P브랜드문의
기분이 꿀꿀해,DIGITAL_P채팅
할인 알림 예약,DIGITAL_P알림설정문의
주문상품 빨리좀 부탁합니다,DIGITAL_P배송문의
상담 가능해,DIGITAL_P상담요청
제품 안보내 줍니까,DIGITAL_P배송문의
이메일 수신 거부,DIGITAL_P기타faq문의
m포인트 언제 또하나요,DIGITAL_P행사문의
챗봇 많이 이용할께요,DIGITAL_P대화종료
설치 제일 빠른거요,DIGITAL_P설치문의
내일 배송이 가능한지,DIGITAL_P배송일문의
가격이 올랐어요,DIGITAL_P가격차이
핫딜제품 소개,MART_P행사상품문의
유통기한 널널한걸로,MART_P새제품요청
비교해보고 사도록,DIGITAL_P구매예정
다른모델추천,DIGITAL_P추가추천
주문하면 사은품도 같이,MART_P사은품문의
제품이 교환이 안되고,DIGITAL_P교환문의
교환신청 했는데,DIGITAL_P교환문의
대답 좀요,DIGITAL_P추천
챗봇이 아닌가요,DIGITAL_P챗봇여부문의
취소한 금액 돌려,DIGITAL_P환불문의
생산지 부탁,MART_P원산지문의
어느제품이 알맞은가요,DIGITAL_P상품문의_P상담원연결
캐쉬를 현금으로,DIGITAL_P기타faq문의
이거 봇이예요,DIGITAL_P챗봇여부문의
상품 미수령 확인 요망,DIGITAL_P배송문의
새제품으로 보내,MART_P새제품요청
재입고는 안되나요,MART_P재입고문의 
묶음배송이가능,DIGITAL_P배송문의
구매후 오후에 취소하고,DIGITAL_P주문취소
행사 상품만 보여,MART_P행사상품문의
새로운 품목,DIGITAL_P새상담
주문하고시퍼,MART_P주문
꼭 제품만 문의,DIGITAL_P상담품목
주문한걸 받았는데,DIGITAL_P배송완료
티멤버십 적용,DIGITAL_P티멤버십관련문의_P기타faq문의
11PAY 인증방식,DIGITAL_P결제문의
교환권을어떻게받나요,DIGITAL_P기타faq문의
그냥 안 먹을래,DIGITAL_P채팅
관한 문의,DIGITAL_P상담요청
문의 시간 안내,DIGITAL_P상담시간
상담우 연결,DIGITAL_P상담원연결
두 제품중 고민인데,DIGITAL_P상담요청
무배쿠폰 좀 많이주심,DIGITAL_P쿠폰요청
무통장입금을 하려고하는데,DIGITAL_P결제문의
배송 지연 문의,DIGITAL_P배송문의
오늘뭘사야이득이냐,MART_P행사상품문의
내맘대로쿠폰 어디서다운,DIGITAL_P쿠폰요청
돈을 다시 넣어주시나요,DIGITAL_P환불문의
쿠폰내놓으라고,DIGITAL_P쿠폰요청
재결제할 때 오류가 납니다,DIGITAL_P결제문의
잡담도 가능해,DIGITAL_P채팅
사람이 추천해주는,DIGITAL_P챗봇여부문의
바로 할인가 찬스,DIGITAL_P바로할인가설명
이메일인증회원,DIGITAL_P본인인증문의
아이디 찾고 싶은데요,DIGITAL_P회원정보문의
차이 뭐죠,DIGITAL_P차이점
회원 실명인증,DIGITAL_P본인인증문의
장바구니 보여줘,DIGITAL_P찜한상품
추천셀러 없애기,DIGITAL_P기타faq문의
싸게살수있는게머니,MART_P행사상품문의
대화가 안돼,DIGITAL_P채팅
취소한 금액 어서 돌려,DIGITAL_P환불문의
인증이 안되여,DIGITAL_P본인인증문의
가격 차이가,DIGITAL_P가격차이
당일발송 되나,DIGITAL_P배송문의
반품 물건 언제 가져가나요,DIGITAL_P반품문의
친구 소개해줘,DIGITAL_P채팅
넌 뭐 잘 하니,MART_P마트챗봇문의
생산일자가 정확하게 어떻게,MART_P제조일자문의
가주문처리요청,DIGITAL_P기타faq문의
입금은 언제쯤 되나요,DIGITAL_P환불문의
현금영수증 지출증빙 문의,DIGITAL_P기타faq문의
물건이언제오는지,DIGITAL_P배송문의
용량은 어느 정도,DIGITAL_P용량문의
쿠폰 줘바,DIGITAL_P쿠폰요청
문의 가능 시간,DIGITAL_P상담시간
주문한제품이 조회가 안되요,DIGITAL_P기타faq문의
차이 크지않나요,DIGITAL_P차이점
마일리지 안주나요,DIGITAL_P적립문의
아직도 배송이 안돼,DIGITAL_P배송문의
전화 상담,DIGITAL_P전화요청
상품 구매하려는데,MART_P주문
왜 검색이 안돼나요,DIGITAL_P기타faq문의
챗봇밖엔 안되나요 지금은,DIGITAL_P상담시간
거래내역 삭제 기능,DIGITAL_P기타faq문의
skt vip 회원,DIGITAL_P기타faq문의
비번이틀린다고나와요,DIGITAL_P회원정보문의
입금취소는,DIGITAL_P결제문의
다른 제품 추천,DIGITAL_P추가추천
as 어떻게 되나요,DIGITAL_Pa/s문의
어떤 제품이 좋을까요,DIGITAL_P추천
어떻게 선택하나,DIGITAL_P도움말보기
니가 선택해,DIGITAL_P추천
사은품 함께 주세요,MART_P사은품문의
설치비가 안드는곳이 있나요,DIGITAL_P설치비문의
상품구매하는데 다른사람이름,DIGITAL_P기타faq문의
도움말 보여주세요,DIGITAL_P도움말보기
상품걸리면좋겠어,MART_P이벤트
주문한게 언제 올까,DIGITAL_P배송일문의
대표전화번호,DIGITAL_P고객센터문의
구매자반응이 어떤가요,DIGITAL_P리뷰요청
상담 지금 가능한가요,DIGITAL_P상담시간
판매자가 답변이 없,DIGITAL_P상담원연결_GREETINGclaim
방금취소완료했는데,DIGITAL_P주문취소완료
내가 판매는,DIGITAL_P기타faq문의
제품이 잘못왔어요,DIGITAL_P반품문의
배송비 결제는 어떻게,DIGITAL_P배송비문의
쿠폰 받오싶어용,DIGITAL_P쿠폰요청 
쿠폰받을려고,DIGITAL_P쿠폰요청
답변해 주시기 바랍니다,DIGITAL_P추천
바로 뭐해,DIGITAL_P채팅
기분이 별로,DIGITAL_P채팅
차이점 뭐예요,DIGITAL_P차이점
상품 교환,DIGITAL_P교환문의
쿠폰 받는 화면에 바로 있,DIGITAL_P쿠폰요청
문의못드리는건가요,DIGITAL_P기타faq문의
수거는 무료인가요,DIGITAL_P폐가전수거
차이 나나요,DIGITAL_P차이점
ok캐시백 적립,DIGITAL_P기타faq문의
다른 상품,DIGITAL_P추가추천
할인상품권이 없나요,DIGITAL_P결제문의
교환안될까요,DIGITAL_P교환문의
편의점 택배수령,DIGITAL_P기타faq문의
혜택은 어떻게 사용,DIGITAL_P기타faq문의
리뷰를 쓰고 싶은데 어떻게,DIGITAL_P기타faq문의
방문 수거죠,DIGITAL_P폐가전수거
다른상품 검색,DIGITAL_P처음으로
비씨 탑포인트,DIGITAL_P결제문의
잘팔리나요,DIGITAL_P상품문의_P상담원연결
물건 구매도 안되고,DIGITAL_P기타faq문의
몇인용부터 잇어요,DIGITAL_P사이즈문의
타임세일 구매,DIGITAL_P행사문의
내가 샀던 거 중에 서,MART_P지난구매상품보기
캐시로 전환된 환불,DIGITAL_P환불문의
카드는 언제 취소되나요,DIGITAL_P결제문의
배송비 포함인가요,DIGITAL_P배송비문의
깍아주세요,MART_P할인문의
가격 차이 많이나던데요,DIGITAL_P가격차이
가만히 있어,DIGITAL_P채팅
살수 있는게 어떤게 있,DIGITAL_P추천
쿠폰 어떻게 사용,DIGITAL_P쿠폰적용문의
전화번호가 틀리게,DIGITAL_P회원정보문의
기능 차이 뭘까요,DIGITAL_P차이점
카드 할인쿠폰 적용,DIGITAL_P쿠폰적용문의
상담은 뭐가 가능한가요,DIGITAL_P상담품목
주소확인가능해요,DIGITAL_P회원정보문의
쿠폰 받을수 있을까요,DIGITAL_P쿠폰요청
고객변경하고싶은데요,DIGITAL_P기타faq문의
어디 제품이니,DIGITAL_P상품문의
내맘대로 플러스 팩,DIGITAL_P기타faq문의
쿠폰 좀 많이주심,DIGITAL_P쿠폰요청
취소 어떻게,MART_P주문취소
마트상품을 경품으로 준다,MART_P이벤트
취소한 돈은 언제들어와요,DIGITAL_P환불문의
찾는건아니고 문의,DIGITAL_P상담품목
꼭 제품만 문의,MART_P마트챗봇문의
저기 제가 물건을 시켰는데,DIGITAL_P배송문의
사용가능 쿠폰에 안나오네요,DIGITAL_P쿠폰적용문의
나 너 살래,DIGITAL_P채팅
아이디문제로요,DIGITAL_P회원정보문의
언제 발송되나요,DIGITAL_P배송문의
sk텔레콤 데이터,DIGITAL_P기타faq문의
데이터 요금,DIGITAL_P기타faq문의
상품 도착 시간,MART_P배송문의
안 비싼가여,DIGITAL_P가격문의
리뷰 혜택,DIGITAL_P기타faq문의
대화 종료,DIGITAL_P대화종료
주문이안와,DIGITAL_P배송문의
깎아주세요,MART_P할인문의
가격차이 이유는,DIGITAL_P가격차이
환불했는데,DIGITAL_P환불문의
적당한 것이 어떤 거죠,DIGITAL_P추천
사은품도 함께 배송되나요,MART_P사은품문의
이용 횟수 복구,DIGITAL_P기타faq문의
금요일 쿠폰,DIGITAL_P쿠폰요청
정품으로 보내주세요,MART_P정품문의
나도상품줘,DIGITAL_P채팅
배송 조회,DIGITAL_P배송문의
회수하지 않아서,DIGITAL_P반품문의
언제쯤 입금되나요,DIGITAL_P환불문의
포인트 50프로 사용,DIGITAL_P결제문의
깍아주세요,DIGITAL_P바로할인가
한번에 찾기,MART_P다중검색문의
픽업가능한가,DIGITAL_P배송문의
최대한 저렴,MART_P행사상품
판매자와 대화방법,DIGITAL_P판매자연락요청
포장 꼼꼼히 해주세요,MART_P포장문의
사람 대답하고 계시는,DIGITAL_P챗봇여부문의
함 볼게요,DIGITAL_P대화종료
설치해주로 온다고하면,DIGITAL_P설치문의
판매는 안대나요,DIGITAL_P기타faq문의
좋은거 있어요,DIGITAL_P추천
다른 제품은요,DIGITAL_P추가추천
문의 좀 드릴려,DIGITAL_P상담요청
주문 취소했,DIGITAL_P주문취소완료
카드 할인이 안돼고,DIGITAL_P결제문의
마트쿠폰은 어떤,DIGITAL_P쿠폰문의_P기타faq문의
멤버쉽 적립,DIGITAL_P적립문의
다른 상담,DIGITAL_P새상담
환불 왜 안해,DIGITAL_P환불문의
조회는 어디서,DIGITAL_P기타faq문의
천천히 둘러볼게요,DIGITAL_P대화종료
가장 저렴하고,MART_P행사상품
전력을 얼마나 먹나요,DIGITAL_P상담원연결
바로 노래,DIGITAL_P채팅
교환 진행을 안해주시나,DIGITAL_P교환문의
무이자 할부로 살수,DIGITAL_P결제문의
언제쯤 배송이,DIGITAL_P배송문의
NOW 배송,MART_Pnow배송설명요청
상담드리기 어렵나,DIGITAL_P상담원연결
상품언제오냐,DIGITAL_P배송문의
하가지만 더 질문하게습니다,DIGITAL_P상담요청
배송지연 쿠폰 어디,DIGITAL_P쿠폰요청
유통기한 많이 남은 걸로,MART_P새제품요청
물건을 샀는데요,DIGITAL_P구매완료
찾고싶다데스,DIGITAL_P추천
상품도 오지않았는데요,DIGITAL_P배송문의
T포인트 사용법,DIGITAL_P결제문의
시럽페이 관련 질문,DIGITAL_P결제문의
필요합니다,DIGITAL_P필요
헐 안팔아요,DIGITAL_P상담품목
취소요청가능하다고 하네요,DIGITAL_P주문취소
지금까지 구매한 상품 보,MART_P지난구매상품보기
가격비교 한번 해보고,DIGITAL_P가격비교문의
그럼 다음에,DIGITAL_P대화종료
뭐뭐 판매 해요,DIGITAL_P상담품목
카드 변경,DIGITAL_P결제문의
졸라 비싸네,MART_P행사상품
시럽페이 변경 가능,DIGITAL_P결제문의
유통기한 알려,MART_P유통기한문의
싸게 구입하기,MART_P행사상품
제가 산상품이요,DIGITAL_P주문이력확인
다른 브랜드,DIGITAL_P추가추천
환불을 못받았어요,DIGITAL_P환불문의
교환 가능,DIGITAL_P교환문의
비교해보고 사려구요,DIGITAL_P구매예정
나의홈은어디,DIGITAL_P기타faq문의
디지털이 아니라구,DIGITAL_P상담품목
